tableName,fieldName,type,isRequired,primaryKey,emptyIsNa
likelihood_profile,x_min0_818236,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_813626,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_809016,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_804407,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_799797,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_795187,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_790577,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_785967,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_781358,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_776748,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_772138,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_767528,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_762919,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_758309,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_753699,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_749089,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_744479,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_739870,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_735260,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_730650,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_726040,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_721431,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_716821,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_712211,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_707601,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_702991,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_698382,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_693772,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_689162,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_684552,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_679943,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_675333,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_670723,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_666113,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_661503,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_656894,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_652284,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_647674,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_643064,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_638455,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_633845,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_629235,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_624625,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_620015,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_615406,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_610796,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_606186,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_601576,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_596967,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_592357,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_587747,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_583137,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_578527,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_573918,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_569308,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_564698,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_560088,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_555478,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_550869,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_546259,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_541649,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_537039,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_532430,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_527820,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_523210,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_518600,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_513990,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_509381,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_504771,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_500161,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_495551,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_490942,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_486332,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_481722,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_477112,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_472502,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_467893,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_463283,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_458673,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_454063,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_449454,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_444844,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_440234,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_435624,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_431014,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_426405,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_421795,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_417185,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_412575,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_407966,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_403356,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_398746,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_394136,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_389526,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_384917,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_380307,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_375697,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_371087,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_366478,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_361868,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_357258,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_352648,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_348038,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_343429,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_338819,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_334209,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_329599,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_324989,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_320380,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_315770,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_311160,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_306550,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_301941,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_297331,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_292721,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_288111,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_283501,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_278892,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_274282,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_269672,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_265062,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_260453,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_255843,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_251233,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_246623,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_242013,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_237404,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_232794,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_228184,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_223574,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_218965,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_214355,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_209745,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_205135,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_200525,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_195916,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_191306,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_186696,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_182086,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_177477,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_172867,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_168257,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_163647,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_159037,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_154428,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_149818,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_145208,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_140598,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_135989,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_131379,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_126769,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_122159,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_117549,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_112940,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_108330,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_103720,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_099110,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_094500,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_089891,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_085281,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_080671,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_076061,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_071452,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_066842,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_062232,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_057622,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_053012,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_048403,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_043793,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_039183,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_034573,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_029964,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_025354,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_020744,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_016134,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_011524,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_006915,NUMERIC,Yes,No,Yes
likelihood_profile,x_min0_002305,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_002305,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_006915,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_011524,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_016134,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_020744,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_025354,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_029964,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_034573,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_039183,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_043793,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_048403,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_053012,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_057622,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_062232,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_066842,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_071452,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_076061,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_080671,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_085281,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_089891,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_094500,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_099110,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_103720,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_108330,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_112940,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_117549,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_122159,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_126769,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_131379,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_135989,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_140598,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_145208,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_149818,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_154428,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_159037,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_163647,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_168257,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_172867,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_177477,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_182086,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_186696,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_191306,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_195916,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_200525,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_205135,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_209745,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_214355,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_218965,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_223574,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_228184,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_232794,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_237404,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_242013,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_246623,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_251233,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_255843,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_260453,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_265062,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_269672,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_274282,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_278892,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_283501,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_288111,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_292721,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_297331,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_301941,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_306550,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_311160,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_315770,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_320380,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_324989,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_329599,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_334209,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_338819,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_343429,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_348038,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_352648,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_357258,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_361868,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_366478,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_371087,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_375697,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_380307,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_384917,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_389526,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_394136,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_398746,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_403356,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_407966,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_412575,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_417185,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_421795,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_426405,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_431014,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_435624,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_440234,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_444844,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_449454,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_454063,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_458673,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_463283,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_467893,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_472502,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_477112,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_481722,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_486332,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_490942,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_495551,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_500161,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_504771,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_509381,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_513990,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_518600,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_523210,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_527820,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_532430,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_537039,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_541649,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_546259,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_550869,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_555478,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_560088,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_564698,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_569308,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_573918,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_578527,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_583137,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_587747,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_592357,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_596967,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_601576,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_606186,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_610796,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_615406,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_620015,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_624625,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_629235,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_633845,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_638455,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_643064,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_647674,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_652284,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_656894,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_661503,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_666113,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_670723,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_675333,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_679943,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_684552,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_689162,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_693772,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_698382,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_702991,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_707601,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_712211,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_716821,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_721431,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_726040,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_730650,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_735260,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_739870,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_744479,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_749089,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_753699,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_758309,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_762919,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_767528,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_772138,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_776748,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_781358,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_785967,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_790577,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_795187,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_799797,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_804407,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_809016,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_813626,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_818236,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_822846,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_827456,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_832065,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_836675,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_841285,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_845895,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_850504,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_855114,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_859724,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_864334,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_868944,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_873553,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_878163,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_882773,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_887383,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_891992,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_896602,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_901212,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_905822,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_910432,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_915041,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_919651,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_924261,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_928871,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_933480,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_938090,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_942700,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_947310,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_951920,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_956529,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_961139,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_965749,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_970359,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_974968,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_979578,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_984188,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_988798,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_993408,NUMERIC,Yes,No,Yes
likelihood_profile,x_0_998017,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_002627,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_007237,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_011847,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_016456,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_021066,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_025676,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_030286,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_034896,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_039505,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_044115,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_048725,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_053335,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_057945,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_062554,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_067164,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_071774,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_076384,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_080993,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_085603,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_090213,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_094823,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_099433,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_104042,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_108652,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_113262,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_117872,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_122481,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_127091,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_131701,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_136311,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_140921,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_145530,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_150140,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_154750,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_159360,NUMERIC,Yes,No,Yes
likelihood_profile,x_1_163969,NUMERIC,Yes,No,Yes
